,Game Title,Publisher
3600,Sly Cooper: Thieves in Time,SCEI
3601,Sly Cooper: Thieves in Time,SCEE
3602,Sly Cooper: Thieves in Time,SCE Australia
3603,Retrovirus,Cadenza
3604,Aliens: Colonial Marines,Sega
3605,Aliens: Colonial Marines,Sega
3606,Omerta: City of Gangsters,Kalypso
3607,Akaneiro: Demon Hunters,Spicy Horse
3608,Proteus,Twisted Tree
3609,Proteus,Curve Digital Games
3610,Proteus,Curve Studios
3611,Anodyne,Analgesic Productions
3612,Anodyne,Nnooo
3613,Metal Gear Rising: Revengeance,NVIDIA
3614,Metal Gear Rising: Revengeance,Konami
3615,Metal Gear Rising: Revengeance,NVIDIA
3616,Metal Gear Rising: Revengeance,Konami
3617,Crysis 3,EA Games
3618,Crysis 3,Electronic Arts
3619,Crysis 3,EA Games
3620,Crysis 3,Electronic Arts
3621,Crysis 3,EA Games
3622,Crysis 3,Electronic Arts
3623,Assassin's Creed III,Ubisoft
3624,Oozi: Earth Adventure,Awesome Games Studio
3625,Tomb Raider,Square Enix
3626,Tomb Raider,Feral Interactive
3627,Brutal Legend,Double Fine Productions
3628,Brutal Legend,EA Games
3629,Brutal Legend,Microsoft Game Studios
3630,The Bridge,The Quantum Astrophysicists Guild
3631,The Bridge,Midnight City
3632,Castlevania: Lords of Shadow - Mirror of Fate,Konami
3633,Sniper Elite: Nazi Zombie Army,Rebellion
3634,Sniper Elite: Nazi Zombie Army,Mastertronic
3635,A Valley Without Wind 2,"Arcen Games, LLC"
3636,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Gaijin Games
3637,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Aksys Games
3638,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Pikii Godo Kaisha
3639,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Gaijin Games
3640,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Aksys Games
3641,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Pikii Godo Kaisha
3642,God of War: Ascension,SCEI
3643,God of War: Ascension,SCEA
3644,God of War: Ascension,SCEE
3645,God of War: Ascension,SCE Australia
3646,March of the Eagles,Paradox Interactive
3647,Impire,Paradox Interactive
3648,SimCity,Electronic Arts
3649,Mass Effect 3,Electronic Arts
3650,Naruto Shippuden: Ultimate Ninja Storm 3,Bandai Namco Games
3651,Naruto Shippuden: Ultimate Ninja Storm 3,Namco Bandai Games
3652,Naruto Shippuden: Ultimate Ninja Storm 3,Bandai Namco Games
3653,Naruto Shippuden: Ultimate Ninja Storm 3,Namco Bandai Games
3654,MLB 13: The Show,SCEI
3655,MLB 13: The Show,SCEE
3656,MLB 13: The Show,SCEA
3657,MLB 13: The Show,SCEI
3658,MLB 13: The Show,SCEE
3659,MLB 13: The Show,SCEA
3660,MLB 2K13,2K Games
3661,MLB 2K13,2K Games
3662,Tomb Raider,Square Enix
3663,Tomb Raider,Feral Interactive
3664,Tomb Raider,Square Enix
3665,Tomb Raider,Feral Interactive
3666,LEGO City Undercover,Nintendo
3667,Wizardry Online,Sony Online Entertainment
3668,Wizardry Online,Gamepot
3669,Wizardry Online,E-Frontier
3670,Monster Hunter 3 Ultimate,Capcom
3671,Monster Hunter 3 Ultimate,Nintendo
3672,Monster Hunter 3 Ultimate,Capcom
3673,Monster Hunter 3 Ultimate,Nintendo
3674,Darkstalkers Resurrection,Capcom
3675,BioShock Infinite,2K Games
3676,BioShock Infinite,Aspyr
3677,Etrian Odyssey IV: Legends of the Titan,ATLUS
3678,Etrian Odyssey IV: Legends of the Titan,NIS America
3679,Sniper: Ghost Warrior 2,City Interactive
3680,Sniper: Ghost Warrior 2,CyberFront
3681,Sniper: Ghost Warrior 2,City Interactive
3682,Sniper: Ghost Warrior 2,CyberFront
3683,Sniper: Ghost Warrior 2,City Interactive
3684,Sniper: Ghost Warrior 2,CyberFront
3685,Dead Space 3,Electronic Arts
3686,Starcraft II: Heart of the Swarm,Blizzard Entertainment
3687,Starcraft II: Heart of the Swarm,Activision
3688,Gears of War: Judgment,Microsoft Game Studios
3689,Giana Sisters: Twisted Dreams,Black Forest Games
3690,Giana Sisters: Twisted Dreams,Koch Media
3691,Giana Sisters: Twisted Dreams,Soedesco
3692,Giana Sisters: Twisted Dreams,bitComposer Games
3693,Giana Sisters: Twisted Dreams,Zoo Corporation
3694,Giana Sisters: Twisted Dreams,Flyhigh Works
3695,Giana Sisters: Twisted Dreams,Alliance Digital Media
3696,DmC: Devil May Cry,Capcom
3697,Luigi's Mansion: Dark Moon,Nintendo
3698,BioShock Infinite,2K Games
3699,BioShock Infinite,Aspyr
3700,BioShock Infinite,2K Games
3701,BioShock Infinite,Aspyr
3702,WRC Powerslide,Plug In Digital
3703,WRC Powerslide,Milestone S.r.l
3704,The Walking Dead: Survival Instinct,Activision
3705,The Walking Dead: Survival Instinct,Activision
3706,Starseed Pilgrim,Droqen
3707,Alien Spidy,Kalypso
3708,Tiger Woods PGA Tour 14,EA Sports
3709,Tiger Woods PGA Tour 14,EA Sports
3710,Army of Two: The Devil's Cartel,Electronic Arts
3711,Army of Two: The Devil's Cartel,Media Five
3712,HarmoKnight,Nintendo
3713,Army of Two: The Devil's Cartel,Electronic Arts
3714,Army of Two: The Devil's Cartel,Media Five
3715,Shattered Haven,"Arcen Games, LLC"
3716,Need for Speed: Most Wanted - A Criterion Game,Electronic Arts
3717,Pokemon Mystery Dungeon: Gates to Infinity,Nintendo
3718,Assassin's Creed III,Ubisoft
3719,BattleBlock Theater,The Behemoth
3720,BattleBlock Theater,Microsoft Game Studios
3721,Terraria,Re-Logic
3722,Terraria,Spike Chunsoft
3723,Terraria,505 Games
3724,Terraria,Square Enix
3725,Terraria,Merge Games
3726,Terraria,505 Games
3727,Terraria,Spike Chunsoft
3728,Terraria,Re-Logic
3729,Terraria,Square Enix
3730,Terraria,Merge Games
3731,Guacamelee!,DrinkBox Studios
3732,Guacamelee!,Spike Chunsoft
3733,Guacamelee!,Activision
3734,Guacamelee!,DrinkBox Studios
3735,Guacamelee!,Spike Chunsoft
3736,Guacamelee!,Activision
3737,Sang-Froid: Tales of Werewolves,Artifice Studio
3738,Sang-Froid: Tales of Werewolves,Lace Games
3739,Evoland,Shiro Games
3740,Evoland,Plug In Digital
3741,Slender: The Arrival,Midnight City
3742,Slender: The Arrival,Blue Isle Studios
3743,Slender: The Arrival,Majesco Games
3744,Injustice: Gods Among Us,Warner Bros. Interactive Entertainment
3745,Age of Empires II: The Age of Kings,Bold Games
3746,Age of Empires II: The Age of Kings,In-Fusio
3747,Age of Empires II: The Age of Kings,Hidden Path Entertainment
3748,Age of Empires II: The Age of Kings,Microsoft Game Studios
3749,Age of Empires II: The Age of Kings,Konami
3750,Injustice: Gods Among Us,Warner Bros. Interactive Entertainment
3751,Papo & Yo,Minority Media Inc.
3752,Defiance,Trion Worlds
3753,Defiance,Trion Worlds
3754,Defiance,Trion Worlds
3755,Dead Island: Riptide,Deep Silver
3756,Dead Island: Riptide,CyberFront
3757,Dead Island: Riptide,Spike Chunsoft
3758,Motocross Madness (2013),Microsoft Game Studios
3759,Shin Megami Tensei: Devil Summoner - Soul Hackers,ATLUS
3760,Shin Megami Tensei: Devil Summoner - Soul Hackers,NIS America
3761,ShootMania Storm,Ubisoft
3762,Dishonored,Bethesda Softworks
3763,Dishonored,Bethesda Softworks
3764,Dishonored,Bethesda Softworks
3765,Surgeon Simulator 2013,Bossa Studios Ltd
3766,Surgeon Simulator 2013,Bossa Studios
3767,Surgeon Simulator 2013,Mastertronic
3768,Monaco: What's Yours Is Mine,Pocketwatch Games
3769,Monaco: What's Yours Is Mine,Merge Games
3770,Monaco: What's Yours Is Mine,Majesco Games
3771,Dragon's Dogma,Capcom
3772,Assassin's Creed III,Ubisoft
3773,Dead Island: Riptide,Deep Silver
3774,Dead Island: Riptide,CyberFront
3775,Dead Island: Riptide,Spike Chunsoft
3776,Dead Island: Riptide,Deep Silver
3777,Dead Island: Riptide,CyberFront
3778,Dead Island: Riptide,Spike Chunsoft
3779,God Mode,ATLUS
3780,Thomas Was Alone,Bossa Studios Ltd
3781,Thomas Was Alone,Mike Bithell
3782,Thomas Was Alone,Curve Studios
3783,Thomas Was Alone,Curve Digital Games
3784,Thomas Was Alone,Limited Run Games
3785,Far Cry 3: Blood Dragon,Ubisoft
3786,Far Cry 3: Blood Dragon,Ubisoft
3787,Thomas Was Alone,Bossa Studios Ltd
3788,Thomas Was Alone,Mike Bithell
3789,Thomas Was Alone,Curve Studios
3790,Thomas Was Alone,Curve Digital Games
3791,Thomas Was Alone,Limited Run Games
3792,Far Cry 3: Blood Dragon,Ubisoft
3793,Star Trek The Video Game,Namco Bandai Games
3794,Don't Starve,Klei Entertainment
3795,Soul Sacrifice,SCEE
3796,Soul Sacrifice,SCE Australia
3797,Soul Sacrifice,SCEI
3798,Soul Sacrifice,SCEA
3799,Rise of Immortals: Battle for Graxia,Petroglyph
3800,Deadly Premonition,Rising Star Games
3801,Deadly Premonition,Mastertronic
3802,Deadly Premonition,Marvelous
3803,Deadly Premonition,TOYBOX
3804,Deadly Premonition,Marvelous AQL
3805,Deadly Premonition,Ignition Entertainment
3806,Zeno Clash II,ATLUS
3807,Leviathan: Warships,Paradox Interactive
3808,Strike Suit Infinity,Born Ready Games
3809,Poker Night 2,Telltale Games
3810,Metro: Last Light,Deep Silver
3811,Metro: Last Light,CyberFront
3812,Metro: Last Light,Spike Chunsoft
3813,StarDrive (2012),Iceberg Interactive
3814,Eador: Masters of the Broken World,Snowbird Games
3815,Eador: Masters of the Broken World,Snowbird Game Studios
3816,Eador: Masters of the Broken World,Mastertronic
3817,Metro: Last Light,Deep Silver
3818,Metro: Last Light,CyberFront
3819,Metro: Last Light,Spike Chunsoft
3820,Metro: Last Light,Deep Silver
3821,Metro: Last Light,CyberFront
3822,Metro: Last Light,Spike Chunsoft
3823,Donkey Kong Country Returns,Nintendo
3824,Call of Juarez: Gunslinger,Ubisoft
3825,Might & Magic: Heroes VI,Ubisoft
3826,Anomaly 2,11 bit studios
3827,Anomaly 2,Chillingo Ltd
3828,Star Wars: The Old Republic,Electronic Arts
3829,Star Wars: The Old Republic,LucasArts
3830,Thunder Wolves,bitComposer Games
3831,Resident Evil: Revelations,Capcom
3832,Resident Evil: Revelations,Nintendo
3833,Resident Evil: Revelations,Capcom
3834,Resident Evil: Revelations,Nintendo
3835,Resident Evil: Revelations,Capcom
3836,Resident Evil: Revelations,Nintendo
3837,Resident Evil: Revelations,Capcom
3838,Resident Evil: Revelations,Nintendo
3839,Sanctum 2,Coffee Stain Studios
3840,Sanctum 2,5pb
3841,Sanctum 2,Reverb
3842,Sanctum 2,Reverb Triple XP
3843,Sanctum 2,Coffee Stain Studios
3844,Sanctum 2,5pb
3845,Sanctum 2,Reverb
3846,Sanctum 2,Reverb Triple XP
3847,Fuse,Electronic Arts
3848,Fuse,Electronic Arts
3849,Renaissance Heroes,ChangYou
3850,Renaissance Heroes,Gamefuse
3851,The Swapper,Facepalm Games
3852,The Swapper,Curve Studios
3853,The Swapper,Curve Digital Games
3854,The Swapper,Nintendo
3855,GRID 2,Codemasters
3856,GRID 2,Feral Interactive
3857,CastleStorm,Zen Studios
3858,CastleStorm,Spike Chunsoft
3859,CastleStorm,Microsoft Game Studios
3860,The Denpa Men 2: Beyond The Waves,Genius Sonority Inc.
3861,The Incredible Adventures of Van Helsing,NeocoreGames
3862,Rush Bros,XYLA Entertainment
3863,Animal Crossing: New Leaf,Nintendo
3864,Remember Me,Capcom
3865,Remember Me,Capcom
3866,Remember Me,Capcom
3867,The Last of Us,SCEI
3868,The Last of Us,SCEE
3869,The Last of Us,SCE Australia
3870,The Last of Us,SCEA
3871,Elemental: Fallen Enchantress,Stardock
3872,GRID 2,Codemasters
3873,GRID 2,Feral Interactive
3874,Reus,Abbey Games
3875,Reus,Soedesco
3876,7 Grand Steps,Mousechief
3877,Gunpoint,Suspicious Developments
3878,Gunpoint,Tom Francis
3879,The Night of the Rabbit,Ikaron
3880,The Night of the Rabbit,Daedalic Entertainment
3881,DUST 514,CCP
3882,LIMBO,PLAYDEAD
3883,LIMBO,Merge Games
3884,State of Decay,Microsoft Game Studios
3885,State of Decay,Nordic Games Publishing
3886,Dungeons & Dragons: Chronicles of Mystara,Capcom
3887,Marvel Heroes,Gazillion
3888,Kentucky Route Zero - Act II,Cardboard Computer
3889,Fist Puncher,Adult Swim
3890,Fist Puncher,Team2Bit
3891,Fist Puncher,Jacob Lewandowski
3892,Magrunner: Dark Pulse,Focus Home Interactive
3893,Hotline Miami,Devolver Digital
3894,Hotline Miami,Devolver Digital
3895,Company of Heroes 2,Feral Interactive
3896,Company of Heroes 2,Sega
3897,Deadpool,Activision
3898,Game & Wario,Nintendo
3899,New Super Mario Bros. U,Nintendo
3900,Leisure Suit Larry in the Land of the Lounge Lizards,Sierra Entertainment
3901,Leisure Suit Larry in the Land of the Lounge Lizards,Kixx
3902,Wargame: AirLand Battle,Focus Home Interactive
3903,Motorbike,baKno Games
3904,Scourge: Outbreak,TransGaming Inc.
3905,Scourge: Outbreak,BITBOX S.L.
3906,Scourge: Outbreak,UFO Interactive
3907,Project X Zone,Namco Bandai Games
3908,Project X Zone,Bandai Namco Games
3909,NCAA Football 14,EA Sports
3910,Rogue Legacy,Cellar Door Games
3911,The Walking Dead: A Telltale Games Series,Telltale Games
3912,The Walking Dead: A Telltale Games Series,CyberFront
3913,The Walking Dead: A Telltale Games Series,Square Enix
3914,The Walking Dead: A Telltale Games Series,Telltale Games
3915,The Walking Dead: A Telltale Games Series,CyberFront
3916,The Walking Dead: A Telltale Games Series,Square Enix
3917,The Walking Dead: A Telltale Games Series,Telltale Games
3918,The Walking Dead: A Telltale Games Series,CyberFront
3919,The Walking Dead: A Telltale Games Series,Square Enix
3920,Neverwinter,Perfect World Entertainment
3921,Sid Meier's Civilization V,2K Games
3922,Sid Meier's Civilization V,Aspyr
3923,Sid Meier's Civilization V,Mastertronic
3924,Ride to Hell: Retribution,Deep Silver
3925,Mario & Luigi: Dream Team,Nintendo
3926,The Last Door: Chapter 1 - The Letter,The Game Kitchen
3927,Bleed,BootdiskRevolution
3928,Bleed,Ianthraxx
3929,Shin Megami Tensei IV,ATLUS
3930,Shin Megami Tensei IV,Nintendo
3931,Mortal Kombat (2011),Warner Bros. Interactive Entertainment
3932,Dota 2,Valve Software
3933,Dota 2,"NEXON Co., Ltd."
3934,Pacific Rim,Reliance Big Entertainment UK Private Ltd
3935,Pacific Rim,Yuke's
3936,Guncraft,Exato Game Studios
3937,Guncraft,GameMill Entertainment
3938,Time and Eternity,NIS America
3939,Time and Eternity,Bandai Namco Games
3940,Stealth Inc: A Clone in the Dark,Curve Digital Games
3941,Stealth Inc: A Clone in the Dark,Curve Studios
3942,Stealth Inc: A Clone in the Dark,Square Enix
3943,Stealth Inc: A Clone in the Dark,Limited Run Games
3944,R.I.P.D. The Game,ATLUS
3945,Guacamelee!,DrinkBox Studios
3946,Guacamelee!,Spike Chunsoft
3947,Guacamelee!,Activision
3948,The Raven: Legacy of a Master Thief,Nordic Games Publishing
3949,The Raven: Legacy of a Master Thief,The Adventure Company
3950,Guacamelee!,DrinkBox Studios
3951,Guacamelee!,Spike Chunsoft
3952,Guacamelee!,Activision
3953,Cloudberry Kingdom,Ubisoft
3954,DARK,Kalypso
3955,Pikmin 3,Nintendo
3956,Shadowrun Returns,Harebrained Schemes LLC
3957,Dragon's Crown,ATLUS
3958,Dragon's Crown,NIS America
3959,Dragon's Crown,ATLUS
3960,Dragon's Crown,NIS America
3961,Rise of the Triad,Apogee Games
3962,Warframe,Digital Extremes
3963,Ibb & Obb,Sparpweed
3964,Brothers: A Tale of Two Sons,505 Games
3965,Brothers: A Tale of Two Sons,Spike Chunsoft
3966,Do Not Fall,XPEC Entertainment Inc.
3967,Disney DuckTales Remastered,Disney Online
3968,Disney DuckTales Remastered,Capcom
3969,Disney DuckTales Remastered,Disney Interactive Studios
3970,The Bureau: XCOM Declassified,2K Games
3971,Divinity: Dragon Commander,Larian Studios
3972,Divinity: Dragon Commander,Ikaron
3973,Guacamelee!,DrinkBox Studios
3974,Guacamelee!,Spike Chunsoft
3975,Guacamelee!,Activision
3976,Mamorukun Curse!,G.Rev
3977,Mamorukun Curse!,CyberFront
3978,Mamorukun Curse!,UFO Interactive
3979,Tom Clancy's Splinter Cell: Blacklist,Ubisoft
3980,Tom Clancy's Splinter Cell: Blacklist,Square Enix
3981,Cubetractor,Digerati Distribution
3982,Cubetractor,Ludochip
3983,"Papers, Please",3909
3984,"Papers, Please",Lucas Pope
3985,Saints Row IV,Deep Silver
3986,Saints Row IV,E-Frontier
3987,Saints Row IV,Spike Chunsoft
3988,Beatbuddy: Tale of the Guardians,Threaks
3989,Beatbuddy: Tale of the Guardians,Reverb
3990,Saints Row IV,Deep Silver
3991,Saints Row IV,E-Frontier
3992,Saints Row IV,Spike Chunsoft
3993,Tom Clancy's Splinter Cell: Blacklist,Ubisoft
3994,Tom Clancy's Splinter Cell: Blacklist,Square Enix
3995,Saints Row IV,Deep Silver
3996,Saints Row IV,E-Frontier
3997,Saints Row IV,Spike Chunsoft
3998,Spelunky,Mossmouth
3999,Spelunky,Microsoft Game Studios
4000,Gone Home,The Fullbright Company
4001,Gone Home,Headup Games
4002,Gone Home,Merge Games
4003,Gone Home,Majesco Games
4004,Gone Home,Midnight City
4005,The Wonderful 101,Nintendo
4006,Killer Is Dead,Deep Silver
4007,Killer Is Dead,Kadokawa Shoten
4008,Killer Is Dead,Xseed Games
4009,Charlie Murder,Microsoft Game Studios
4010,Open Me!,SCEA
4011,Open Me!,SCEE
4012,Open Me!,SCEI
4013,Dishonored,Bethesda Softworks
4014,The Bureau: XCOM Declassified,2K Games
4015,Europa Universalis IV,Paradox Interactive
4016,Europa Universalis IV,CyberFront
4017,Europa Universalis IV,Ikaron
4018,The Bureau: XCOM Declassified,2K Games
4019,Divekick,Iron Galaxy Studios
4020,Divekick,Square Enix
4021,Divekick,Iron Galaxy Studios
4022,Divekick,Square Enix
4023,Flashback,Ubisoft
4024,Disney Infinity,Disney Interactive Studios
4025,Disney Infinity,Bandai Namco Games
4026,Rayman Legends,Ubisoft
4027,Rayman Legends,Nintendo
4028,Payday 2,505 Games
4029,Payday 2,505  Games
4030,Payday 2,505 Games
4031,Payday 2,505  Games
4032,Payday 2,505 Games
4033,Payday 2,505  Games
4034,Madden NFL 25,Electronic Arts
4035,Madden NFL 25,Electronic Arts
4036,Lost Planet 3,Capcom
4037,Lost Planet 3,Capcom
4038,Lost Planet 3,Capcom
4039,Space Hulk,Full Control ApS
4040,Space Hulk,bitComposer Games
4041,Space Hulk,Funbox Media
4042,Space Hulk,Hoplite Research
4043,Tales of Xillia,Bandai Namco Games
4044,Tales of Xillia,Namco Bandai Games
4045,Spelunky,Mossmouth
4046,Spelunky,Microsoft Game Studios
4047,Race the Sun,Flippfly
4048,Rayman Legends,Ubisoft
4049,Rayman Legends,Nintendo
4050,Outlast,Red Barrels
4051,Shelter,Might and Delight
4052,Amnesia: A Machine for Pigs,Frictional Games
4053,Disney Castle of Illusion starring Mickey Mouse,Disney Interactive Studios
4054,Disney Castle of Illusion starring Mickey Mouse,Feral Interactive
4055,Disney Castle of Illusion starring Mickey Mouse,Sega
4056,Hatsune Miku: Project Diva f,Sega
4057,Total War: Rome II,Sega
4058,Total War: Rome II,Koch Media
4059,Teenage Mutant Ninja Turtles: Out of the Shadows,Activision
4060,Puppeteer,SCEE
4061,Puppeteer,SCE Australia
4062,Puppeteer,SCEI
4063,Puppeteer,SCEA
4064,KickBeat,Zen Studios
4065,Kingdom Hearts HD 1.5 ReMIX,Square Enix
4066,Diablo III,Blizzard Entertainment
4067,Diablo III,Activision
4068,Diablo III,Square Enix
4069,Diablo III,Blizzard Entertainment
4070,Diablo III,Activision
4071,Diablo III,Square Enix
4072,Castlevania: Lords of Shadow,Konami
4073,NHL 14,Electronic Arts
4074,NHL 14,Electronic Arts
4075,Killzone: Mercenary,SCEI
4076,Killzone: Mercenary,SCEA
4077,Killzone: Mercenary,SCEE
4078,Killzone: Mercenary,SCE Australia
4079,SteamWorld Dig,Image & Form
4080,SteamWorld Dig,Intergrow
4081,Foul Play,Mediatonic
4082,Foul Play,Devolver Digital
4083,Foul Play,Mastertronic
4084,Grand Theft Auto V,Rockstar Games
4085,Grand Theft Auto V,Take-Two Interactive
4086,Arma 3,Bohemia Interactive
4087,Arma 3,Zoo Corporation
4088,The Legend of Zelda: The Wind Waker,Nintendo
4089,Pro Evolution Soccer 2014,Konami
4090,Final Fantasy XIV Online: A Realm Reborn,Square Enix
4091,Legend of Dungeon,Robot Loves Kitty
4092,FIFA 14,EA Sports
4093,FIFA 14,Electronic Arts
4094,Dragon Fantasy Book II,Choice Provisions
4095,Dragon Fantasy Book II,The Muteki Corporation
4096,Dragon Fantasy Book II,Limited Run Games
4097,Doorways (2013),Saibot Studios
4098,Marlow Briggs and the Mask of Death,505 Games
4099,NBA 2K14,2K Sports
4100,NBA 2K14,2K Games
4101,MechWarrior Online,Infinite Game Publishing
4102,MechWarrior Online,Piranha Games
4103,Takedown: Red Sabre,505 Games
4104,F1 2013,Feral Interactive
4105,F1 2013,Codemasters
4106,F1 2013,Namco Bandai Games
4107,Etrian Odyssey Untold: The Millennium Girl,ATLUS
4108,Etrian Odyssey Untold: The Millennium Girl,NIS America
4109,Rain,SCEI
4110,Rain,SCEE
4111,Rain,SCEA
4112,Rain,SCE Australia
4113,League of Legends,TransGaming Inc.
4114,League of Legends,Garena
4115,League of Legends,Riot Games
4116,Shadow Warrior,Devolver Digital
4117,Shadow Warrior,Mastertronic
4118,Shadow Warrior,Majesco Games
4119,Scribblenauts Unmasked: A DC Comics Adventure,Warner Bros. Interactive Entertainment
4120,Card Hunter,Blue Manchu
4121,Alien Rage,City Interactive
4122,Alien Rage,CI Games
4123,Alien Rage,Ubisoft
4124,A.R.E.S. Extinction Agenda EX,ORiGO GAMES
